Lith_Desc,3-5mm pisolites
Comments,3-5mm salmon colored jasper beds
Comments,3-5% pyr
Comments,3-5% pyrite
Comments,35 pyrite
Comments,3-5% pyrite kernels
Lith_Desc,35% Qtz less epi more Bi
Comments,3-5% qtz vng
Lith_Desc,35% WH QZ+FERRUG FRAGS
Comments,35% wh Vq + Minor ferrug fragments
COMMENTS,@ 361.0-361.78M-QTZ VN WITH DESSIMINATED PYRITES
Comments,36.1  - 41.5m Dark grey fine to medium grained arenite
COMMENTS,@362.30-362.34M -BIF WITH DESSIMINATED  PYRITES
Lith_Desc,36-37mts=siliceous/c zone
Comments,36-39 pale grey stiff clay / 39-41 yellow-brown sandy clay.
comments,36-45m Highly ferruginous speckled stain- gossaneous
COMMENTS,@ 366.83- 366.87 M-QTZ VN WITH FEW DESSIMINATD P
COMMENTS,@369.26- 369.31M & 369.50- 369.70M-QTZ VN WITH DESSIMINATED PYRITE
Comment,"36M,AT2MEASTOF"
Comments,3-6mm beds
Comments,36m minor shear (ac)
COMMENTS,@370.38-370.45M- DESSIMINATED PYRITES WITHIN BIF
Comments,37.1 - 38.2m Increase in vesicle size (carbonate filled) and indicate dynamic up core movement.  Less concentrated vesicles 3mm > 60mm.
COMMENTS,37-38 IRON RICH MAGNETIC HORIZON
COMMENTS,37-38 IRON RICHMAGNETIC HORIZON
Comments,37-40m UAT?
COMMENT,37.7-38.3 intermediate dyke
Comments,38.2 - 39.4m Smaller more dispersed vesicles 2 > 8mm.  Strong hematitic alteration on vertical fractures and proximal vesicles.  Not on subhorizontal to vertical fractures  carbonate in vertical fractures and vesicles.
Lith_Desc,"38-39m, 40-41m 44-46m"
Comment,38/39m. qvn.
COMMENTS,@384.24-384.28M- QTZ VN WITH FEW DESSIMINATED PYRITES
comments,38-46m: talc schist
COMMENTS,@385.40-385.50M- QTZ VN
COMMENTS,@ 386.15-386.26M- DESSSIMINATED PYRITES WITHIN BIF
COMMENTS,@ 387.44-387.55M- QTZ VN WITH PYRITES
COMMENTS,@ 389.32-389.40M
Comments,38.9 - 40.2m Moderately magnetitc trachyte texture  some more chloritic zones - microsyentite bedding beta 250  alpha 75 in trachytic texture.
COMMENTS,39
COMMENTS,@390.12M-  FRACTURING WITH DESSIMINATED PYRITES
COMMENTS,@394.13M(0.6 CM OF PYRITE VN)
Comments,39-41M GOE BIF
Comments,39.4 - 41.1m Carbonaceous feldspar laths in a chloritic trachyte
Comment,39 - 44 K218 DUPLICATE
Comments,39 - 44m: tourmaline needles on fracture planes
Comments,39-52M MORE WEATHERED; SOME SANADINE PRESENT
COMMENTS,3-9 hammer
Lith_Desc,"3AL1143,3AS2001 CHECKS"
Lith_Desc,"3AL1157,3AS2015 CHECKS"
Lith_Desc,"3AL1262,3AS2173 CHECKS"
Lith_Desc,3AS2116 incl.18-19
Lith_Desc,"3AS2149,3AL1252 checks."
Comments,3% Carbonate
Lith_Desc,"3% chrysocolla, qz sulfide sx"
Comments,3 cm ca vein
Comments,3 cm cb
Comments,3cm cbq
Comment,"""3cm dolerite finger at 629.9m. 2mm black angular clasts. Evidence of soft sediment deformation, reverse grading in several beds."""
Comment,3cm feld and 1cm qtz. Analcite and Zeolites at 1429.
comments,3cm of BIF @ 159.0
Comments,3cm pieces
Comments,3cm qcb
Comments,"""3 cm q, minor ca/py vein"""
Comments,"""3 cm q/py, minor ca vein"""
Comments,3 cm q/py vein
Comments,3cm qv
Comments,"""3 cm thick cl/po/py/q vein ?20, ?15"""
Comments,3 cm thick q/cl+py+haematite laminated vein
Comments,3 cm true width q/cl vein with disseminated sulphides
Comments,3cm wide
Comments,3cm wide qtz-py vein
Comments,3 COLLARS BLEW OUT - 4th COLAR SUCESSFUL
Comment,3% Contam CY
Comments,"""3% Cp, Ms QzPy  """
Comment,3% CY Fall in.
Lith_Desc,<3% dissem py
Lith_Desc,3% fe qz
Lith_Desc,3% fe Qz
comments,3% fine py dissem; wht fs phenocrysts
Comment,3 fingers of DLT in SDBX
Comment,"""3 fracture zones with QZCA fill, silica spots - amygdales? Ghosted fs phenos"""
Comments,3% FUCHSITE
Lith_Desc,3% gossanous qz
Lith_Desc,3% ironstone fragments
Lith_Desc,3% Lfp contam
Lith_Desc,3% Limonitic clays
Lith_Desc,3% lim sac qz
comments,3% mafic chloritic inclusions
Comments,3M CAVITY ? NO SAMPLES
Comment,3m CHILLED MARGIN
Comment,"""3m chilled margins. Coarse core of dyke has leapard"""" spotting"""""""
Lith_Desc,3m cl. layer at base
Comments,3mm amphiboles
Comments,3mm banded qcb
Comments,3 mm ca-py-cl crack fill
Comments,3mm ca-py-po vt
Comments,3mm ca-q-po veinlet
Comments,3mm ca veinlet
Comments,3mm ca vt
Comments,3 mm cb py(cp) veinlet
Comments,3mm cb vt
Comment,"""<3mm feldspar, <40mm and rarely to 80mm preferentially si altered clasts, mod-str foliation defined by clt and se alt bands and obscuring clast boundaries"""
Comment,"""</= 3mm feldspar, largely 'ghosted'"""
Comment,<3mm feld well pres occasionally to carb alt or ghosted in part; sulphide predominantly assoc with patchy carb alt
Comment,3mm FELS PHENOS
Comment,"""<3mm f'spar, 394-396m Se alteration selvedges associated with jts/veins"""
Comments,3mm granite veins x-cut mafic
Comment,3mm magnetite clasts
Comments,3mm pyr crystal
Comments,3mm q-ca-py vt
Comments,3mm q-ca vt
Comments,3mm qcb
Comments,3mm qcbcp
Comments,3mm qcbep
Comments,3mm qcb in tuff
Comments,3 mm qcb vein (joint fill?)
Comments,3mm qcb veinlet
Comments,3 mm q/minor py veinlet
Comments,3mm q-po vt
Comments,3mm qpy
Comments,3 mm q-py veinlet
Comment,3mm QTZ RICH SDBX WITH OCCASIONAL FIAMME
Comments,3mm Quartz-Carb Vein
Comments,3mm q veinlet
Comments,3 mm qz-calcite veinlet
Comments,3 mm qz-py vein
Comments,3 mm qz-py veinlet
Comments,"""3 mm qz-sericite vein, abundant py"""
Comments,3mm qz vein with minor py
Comment,</= 3mm subhedral 'ghosted' and Ca altered feldspar
Comment,<3mm subrounded Qz and <5-6mm partly strained f'spar phenocrysts
Comment,<3mm subrounded Qz and strained f'spar phenocrysts
Comment,<3mm sub to euhedral feldspar
Comment,"""<3mm Sub to euhedral f'spar, rare <1mm Qz"""
Comment,"""<3mm Sub to euhedral partly 'ghosted' f'spar,  <1mm Qz. Subrounded to subang QZPH clasts"""
Comments,3mm thick cb veinlet
Comments,3 mm thick cl/q/py veinlet
Comments,3 mm thick q/py/cl veinlet
Comment,3m of colluvial cover. trans. downhil from west. bif ridge
COMMENTS,3m of hammer
Comment,3m of trans. cover.
Comment,3M OF TRANS. COVER
Comment,3M OF TRANS. COVER.
Comment,3m of transported cover.
Comments,3 PERCENT DISSEM AND VEIN PYRITE.
Comments,3% py/cpy
comments,<3% py; minor green alt.
Lith_Desc,3% Py Po?
Comments,3% pyrite
Comments,<3% Pyrite
Comments,3% Pyrite
Comments,3% qtz-amp-pyr vng
Comments,"3% return, definite talc"
Comments,"3% return, still wet"
Comments,"3% return , wet"
Comments,"3% return, wet"
comments,3 samll BIF untis present 3-1cm in width
Lith_Desc,3% Sct/qz contam?
Lith_Desc,3% Sct/qz contam?+tr qz(py)
Comments,"""3 SMALL PO VEINS AROUND 218M, ALSO ALTERNATING ZONES OF DARK, MAGNETIC, MATERIAL (UP TO 3M),"""
Comments,"3% Sphalerite, 1% Galena, 5% Pyrrhotite,4% Pyrite"
Lith_Desc,3% sulfides
Lith_Desc,"3% sulfides (py,cc)"
Comments,3% sulph good stuff***
Comment,3% SULPHIDES
Comments,3 transported horizons?
Comment,"""3 TUFF BEDS, 8,10,15cm"""
Comment,3% vn qtz
Comment,3% vn qtz; qtz < 1mm
Comments,3% Vqz
Comments,3% Vz
Comments,3x1cm ferruginous chips
COMMENTS,4
COMMENTS,4?
Comments,40
Comments,40%
COMMENTS,40.00-42.0
Major Desc,401.15m - 401.3m: pg vein
Comments,40.2 - 40.3m Hematite vesicular band 2mm vesicles.  Carbonaceous vesicles.
Comments,40.3 - 43.0m  Homogenous pink grey microsyentite with uniform trachytic texture - carbonaceous
Comment,40 - 43 KH277
Comments,40-43 M SHALES
Comment,40 - 45 K467 DUPLICATE
Comment,40-48 damp
Comment,"""40-50%, <10mm FS LATHS"""
Comment,"""40-50%, <10mm FS LATHS. FOS FROM 1047m. XENO SLST AT 1054m"""
Comments,40-50% clay
Comments,40-50% muscovite
Comments,40-50% Qtz porph. cl/am Q
Comments,40-50% Qtz porphyroblasts
Comments,40-60% dbr Sif chip + br clay - Seds
Comments,40 ; 60% pyrite with dark grey black very hard siliceous shaley gangue  contains rounded 2;3mm pyrite blebs; possibly representing framboids minor pyrrhotite; crude stratification of sulphides
COMMENTS,@407.01-407.03M- DESSIMINATED PYRITES
Comments,40.9m Multiple fractures
Comments,40% Aci_D (as 188.3-191.4m) hosting 60% QT vein (+ 2% PY)
Comments,40% amphibole alt
Comments,40% bleached and silicified
Lith_Desc,40% chryso. 5%ferr. frags
Comment,"""40cm SDBX OF GV4 ON UPPER CONTACT, SOME HYALO IN PARTS"""
Comments,"40cm soil, then saprolite"
Comments,40% coarse muscovite
Lith_Desc,40% contam wet 73m down
COMMENTS,40% Fe/Mn
comments,40% Fe stained qtz veining
comments,40% Fe-stained qtz veining 8-9m.
Lith_Desc,"40% fe sulfides,tr.chryso"
Comments,40% Fpeg
Comments,40% Fpeg ( dominantly feldspar)
Comments,40% Fpeg; minor zinnwaldite
Comments,40% FPF
COMMENTS,+ 40% FPG
COMMENTS,+40% FPG garnets
Lith_Desc,40% Go
Comments,"40%, good flat shales"
Lith_Desc,40% Ka
Comments,+40% LND
COMMENTS,40% magnetite in dark layers
Comments,"""40% massive-MT intervals (generally <0.2m width), 60% Aci_E intervals"""
Lith_Desc,40%Mb
Comments,40m BOCO
Comments,40% Mg; 10% muscovite
Comments,40-... M HE STN ON CHIPS
Comments,40mm
Comment,"""40mm py at top(15%py);120mm pk vf sp stain int si slst with sp in frcts;80mm bnd ccp,sp,py,po(60%sul) then si-chl thn-med bed clst+thn bnd py,sp lclly lam, some layr//ca bnds+po spo/vn-chl ang wsps ?clsts in cs,gy,slst"""
Comment,<40mm subrounded fsph clasts in a siliceous matrix
Comments,40% muscovite
Major Desc,40% of chips are of silica >> biotite - either intense silica - biotite altered mafic or felsic dykes.
Major Desc,"""40% of Chips of quartz - hornblende - muscovite, grey, fine grained, massive sst?? 60% of muscovite - quartz dominated pegmatite"""
Major Desc,"""40% of Chips of siliceous, mod magnetic,weakly banded (bedding?), almost concoidal fracturing Siltstone? 60% of muscovite - quartz dominated pegmatite"""
Comments,40 PERCENT FOO.
Comment,40% PIS
Comment,"""40%PISOL, MOSTLY MAGHEMITE"""
Comment,"""40% PIS, PART EARTHY"""
comments,40% pyx-rich very pale grey felsic porphyry
Comments,40% qtz-hem-goe vng
Lith_Desc,40% Qtz less epi
Lith_Desc,40%QZ
Lith_Desc,40% qz vng
Comments,40% recovery
Comments,"40% return, wet, black shales"
Comments,"40% return, wet, definite talc on water"
Comments,40% sample return
Comments,40% scf
Comments,40% SCF
Comments,40% schistose UOO
Comments,40% silcrete
Comments,40% silt; tr sand.  Hard friable gritty.  DRY.
Lith_Desc,40 % Smokey Qtz
Comments,"""40% V2 QZ, PROBABLE SE AND CH ALTERATION, SULPHIDES THHROUGHOUT CORE."""
Comments,40% weathered M
comments,40% wht qtz veining
comments,40% wht qtz veining with green mineral dissem
Comments,41.1 - 43.1m Carbonate in vesicles 3 - 5mm elongated  dispersed hematite staining on vertical fractures with secondary carbonate.
COMMENTS,@413-413.10M- SHOWS DESSIMINATED PYRITES
Comments,41-42M-SILICICEOUS
Comments,4.1 - 5.0m Siltstone and very weathered  clayey
Lith_Desc,41 on 5% asbestiform actino?
Comment,42 - 45 KH253
Comments,42-45M OXLEY CHERT
COMMENTS,42-45 Qap contamination
Comments,42-48 FAS Rock 2
Major Desc,427.3 - 427.7m: 
Comments,42.7 - 43.3m  Weathered and vuggy sandstone.  Arenite medium grained.
Comments,42 cm down-hole length dyke of andesite porphyrite
Lith_Desc,42m qz w/ ox sulphides + py
Comments,43.0 - 55.1m Homogenous grey pink microsyenite with unifrom trachyte texture  lath size reduces
Comments,43.1 - 46.7m Very homogenous with feldspathic laths.  Weak foliation
Comment,43.2-43.4M
Comment,432.5m 15cm wide zone of fragments/xenoliths from the underlying dac
Comments,43.3 - 44.4m Very aren aceous sandstone with weathered band  medium grained.
comments,43-35m best return
Comment,43 - 48 K074 DUPLICATE
Lith_Desc,43m 90% qzvg
Comment,"""440.5 QTZ CARB VEINING, RHD IS BRECCIATED"""
Comments,44.4 - 45.0m Uinconsolidated brown arenite  fine to medium grained.
Comments,44.5-45.6m contorted and brecciated
Comment,445m ~1M OF QBVN AND STRONG CARB ALT
Comment,"""450-451m broken ground, increased 1mm subrounded & angular QPH in a qz-se matrix, a few large fractured qz"""
Comments,45.0 - 46.7m Medium hard  sandstone (arenite)
Comments,45-46 Qtz fuchsite veining
Comments,45-48mv. tgv basic rock
Comment,"45.7M, CHANGE GY TO BR"
Comments,45% chrysocolla
Lith_Desc,4.5 inch blade bit
Lith_Desc,45% Ka
Lith_Desc,4-5 l/sec slightly salty H2O
Comments,4;5mm scale parallel beds of magnetite and chert; micro faulted with up to 1cm displacment of beds; massive 35cm quartz vein @ 228 ;228.35.
Comment,<4-5mm subrounded Qz . 752.4-753 Se alteration less intense - f'spar more apparent
Comment,4.5M OF TRANS COVER.
Comment,45%MT CONTAM
Comments,"""4-5 stacked, poorly defined qtz veins dipping vertical"""
Comments,45 to 49m very moist
Comments,"""464.68 st stockwk, 466.7-467.05 pycp"""
Comments,46-48-  py exsolution marks
comments,46-53 STRUCTURE/BREAK?
Description,"""46.5m= Top of oxidised magnetite-rich BIF, ultramafic saprolite/BIF"""
Comments,46.7 - 47.0m 3 > 10mm vesicles shaped randomly  carbonate filled.
Comments,46.7 -47.9m Possilby two tuff beds.  Gradational from grey to cream
Comment,469.4-469.75 quartz vein with CCP blebs
COMMENTS,46M-48M CL
Comments,47.0 - 47.4mm Chloritic homogenous trachyte
Comments,47.4 - 47.6m Sparse carbonaceous vesicles 3-4mm
Comments,47-48m was not collected
Comment,47 - 52 K261 DUPLICATE
Comments,47 - 60m: se and py smear on fract planes
Comments,47.6 1cm Quartz vein
Comments,47.6 -48.0m Homogenous  trachyte some chloritic blebs.
Comments,47.9 - 49.4m Grey arenite medium grained with sands of coarser arenite more weakly cemented.  Rare large liths of hematite alt.
Lith_Desc,47m 20%qz veining(MnO altn)
Comments,4-7M MOD MAGNETIC
comments,47 to 48m BIF constitutes approx <5%
Comments,4-7 TUFFS INTERBEDDED WITH ARENITES
Comments,48.0 - 48.3m Chloritic homogenous tracyte with 2 - 7mm sparse carbonate filled vesicles.
Comments,48.3 - 49.0m Rare sparse 3-4mm vesicles in a trachyte.  Chloritic carbonaceous
Lith_Desc,48-50 metre interval
Comment,48-63 damp
Comments,48-64m missing core
D_stLITHCOMMENTS,48.7-49.7m (core blocks): ~60-70cm core loss.
Comments,48.7-49.7m (core blocks): ~60-70cm core loss. 
Comments,48.9-49.8m
COMMENTS,49
Comments,49.0 - 49.5m Intensely carbonaceous matrix
Major Desc,491m - 491.4m: fol and si bt ch banded alter makes contact position difficult.
Comments,49.4 - 50.3m Very weathered - core loss
Comments,49.4 - 53.1m Grey arenite medium grained with sands of coarser arenite more weakly cemented.  Rare large liths of hematite alt.
Lith_Desc,49-50m damp.Wet 51m on
Lith_Desc,49-50m Q
Comments,49-51M TUFF
Description,"49-52m fine grained, dark black magnetite gabbro - disseminated sulphide and pink/brown sulphides."
Comments,49.5 - 51.0m Rare sparse vesicles in a chloritic trachyte.  Carbonaceous 3-4mm vesicles.  Fractures have periferal hematite alteration 2mm thick and carbonate filled.
Comment,49m-60m wet.
Comments,49 to 53 missing
Comments,4cm on V notch after 3hours pumping by drill rig. Water flows from 62m EOH
Comments,4cm qcb
Comments,4cm qcbpy
Lith_Desc,<4%Fes
Comments,4 Fv / M
COMMENTS,4KM NTH OF BRAND MUDGE RD
Lith_Desc,4minor gy veining
Comment,<4mm Ca altered f'spar and occasional <1-2mm Qz. Se alteration selvedge associated with jts/fractures
Comments,4mm ca-cl vt
Comments,4mm ca vt
Comment,"""<4mm equigran ca alt f'spar, per si alt, wispy clt parallel to wk fol, foliated domains gives pseudobx appearance, anast fol surrounds unfol fsph 'clasts', wispy clt/biot fol parallel, patchy-per si alt in part, 1064.1 se alt on minor shear/fracture"""
Comment,"""<4mm equigranular f'spar, pervasive si alt, wispy clt parallel to wk foliation"""
Comment,4mm FPH ghosts
Comment,"""<4mm f'spar better preserved than previous interval, minor bands of <50mm subangular clasts, limonite staining on fractures and vuggy in part after carbonate"""
Comment,"""<4mm f'spar preserved in part or clt altered and elongate foliation parallel, minor bands of <70mm subangular and elongate clasts, limonite staining on fractures and vuggy in part after carbonate"""
Comments,4mm jasper beds interbedded with 1cm magnetite rich beds
Comments,4mm popy veinlet
Comments,4 mm pycb veinlet
Comments,4mm qcbcppo
Comments,4mm qcbpy
Comments,4mm q-cl vt
Comments,4 mm qz-py vein
Comment,4mm STRETCHED CLT CLASTS AND 2mm QZ
Comment,"""<4mm subrnd Qz thruout, init wk to mod Si+/-Se alt with patchy biot and elong clt ( poss post fs) , wk to mod fol devp dnhle with elong rarely to 13mm clt + ca alt clasts (also post fs?), decr biot clasts dnhle but incr Ca vns with chl selv"""
Comment,"""<4mm subrounded qz, patchy biotite and <6-7mm, rarely to 10mm euhedral to elongate strained partly ghosted f'spar"""
Comment,</= 4mm sub to euhedral feldspar
Comment,<4mm sub to euhedral 'ghosted' to clt altered f'spar and occasional <1-2mm Qz
Comment,"""<4mm sub to euhedral partly Ca altered f'spar, <1-2mm Qz, CG to PB sized subrounded to subangularSi altered QZPH and FSPH clasts and rare VFG Clt altered clasts"""
Comments,4 mm thick py/q/cl veinlet
Comments,4 mm thick q/py/cl veinlet
Comment,"""4MM XTALS IN INTERIOR, PHENOCRYSTS OF WHITE MINERALS, PROBABLY ZEOLITES"""
COMMENTS,4m of hammer
Comment,4M OF TRANS
Comment,4M OF TRANS CLP.
Comment,4m of trans. cover.
Comment,4M OF TRANS COVER.
Comment,4M OF TRANS. COVER.
Comments,4m q vn massive
Lith_Desc,4%py
PRIM_DESCP,4Rcy/Rs
COMMENTS,"""4 ROD CHANGE,"""
Comment,4X1CMSANDBANDS
COMMENTS,5
Comments,<5°
Lith_Desc,5%
Comments,"5%,"
Lith_Desc,50%
comments,"""500.4-502 - predom interbedded chert and MU, only very minor BIF. 502 - 503 - dominated by mafic interval. 503 - 504.8 Predom chert, eight bands BIF > 10mm thickness. Increased pyrite within 30cm lower contact."""
Description,50/50
Major Desc,"""50/50 Medium light gnh gy, fg to fmg, myf, chloritised amphibolite after basalt or fg dolerite w f - amp - ch - mica? some fg hmc stained patches and joints AND cg, q - f - musc - bt pegamtite."""
Comment,"""50/50 QVN/QSSC, QTZ-PY-TR SP VN"""
Comments,50/50 sand/clay mixture
Comments,"50/50 White,"
comments,50-52m looks like black shale???
Comment,50-52m strong quartz veining 30%
Comment,50 - 54 K321 DUPLICATE
Comment,50 - 54 K386
Comment,50-54m 6 vn qz.
Comment,50 - 55 K015 DUPLICATE
Comment,50 - 55 KH346
Comments,5.0 - 5.8m Proximal coreloss location and very weathered.
Comments,50-60% muscovite
Comments,50-60% return
D_stLITHCOMMENTS,50.6-52.6m Core blocks - no metre marking possilble due to core loss. CL = 50cm
Comment,"""507.4-509m small qz-ca filled shear subparallel to core axis, abundant strained ?clt altered phenocrysts, CTC at upper contact"""
Comments,50 ; 80% nassive sulphides with pyrrhotite > pyrite content; sulphides occur as disseminations; blebs and irregular masses; some 1cm round  framboidal style pyrite masses; gangue is a light grey limestone with some 2;3cm limestone beds
Comments,50.9 - 51.0m Small band of carbonaceous vesicles 2mm dia  2cm wide band.
Comments,50% Aci_D (as 188.3-191.4m) hosting 50% barren QT vein
Comments,~50% Amm and ~50% Agr. Fuschite alteration towards contact with Amm. Amm bands are foliated and biotite rich. Agr is QMS
Comments,+ 50% Aplite intrusion
Comments,"50, bedding evident"
Comments,50% BIF bands
Lith_Desc,50% Bi Si Trace
LITH COMMENT,50% black & amber silcrete
LITH COMMENT,50% bright green-gray dlst
LITH COMMENT,50% bright green talc+50 gy dlst
Comments,50% bucky quartz
COMMENTS,+50% CG FPG
Comments,"""50% CH, 40% GO, 10%MT? banding up to 5cm thick"""
comments,50% chips MW; 50% chips FR with py dissem throughout 3%.
Lith_Desc,50% chrysocolla
Comments,50cm CL
Comment,50CM QBVN AT 883.5-884M
Comments,50% coarse muscovite
Lith_Desc,50% contam
Lith_Desc,50% contam.
COMMENTS,50%contaminn
COMMENTS,50% contaminn<
Comments,50% FEO chips
comments,50% Fe stained qtz veins
Comments,<50% FIG
Comments,50% FIO chips
Comments,50% Fpeg
Comments,50% Fpeg (dominantly feldspar)
COMMENTS,+ 50% FPG
Comments,"50% fresh, 50% brown stained"
Comments,50% fresh chips
Comments,50% FRESH ROCK
Comments,50% FUCHSITE
Lith_Desc,50% Go
Comments,"""50% GO, 40% CH, 10%MT?, breccia zone 41.2-41.3m, 41.4-41.6m"""
COMMENTS,50% GOSS
LITH COMMENT,50% green-bright green talc
comments,50% gy granular slightly foliated ?SED; 1-2% py
comments,"""50% intensely ch-altered ultramafic, 50% siliceous sandstone (?? - potentially silicified UM but granular in texture)."""
Comments,50% IS GREEN STREAM BED ENRICHMENT
Comments,50% Jasper
Lith_Desc,50% Ka
Lith_Desc,50% Ka Micaceous
Lith_Desc,50% Ka Tourmaline
Lith_Desc,50% Ka Tourmaline ws
COMMENTS,>50% khaki acic ch>px in fg se g/mass
comments,50% limonite-rich rock; 50% pale grey silicified rock
Comments,50% lm stained Fpeg
Comments,50% Lump + pisolites
Comments,50% M
comments,50% mafic; 50% granitic ?veining
Lith_Desc,50% Mb
Comments,50% Mg; minor zinnwaldite
Comments,50 mm  poly
Comment,50mm QZCB VEINING AT TOP CONTACT
Comments,>50% mnt
comments,"""50% MRK, HW; 50% cream-wht clay (?after GRT)"""
Comments,50% muscovite
Comments,50% muscovite; ~50% feldspar; minor qtz
Comments,50% muscovite;minor qtz
Comments,50% muscovite (some greenish)
Comments,50% MVB ferr stains
Comments,50%MVB ferr stains
Comments,50% nodular laterite
Comments,50% pale grey creamey clay
Comments,50% pale silcrete chips
Comments,50pc SCF
Comments,50 PERCENT MOO FRAGMENTS.
Comments,50 PERCENT STRONGLY MAGNETITIC SCF  WITH UP TO 5 PERCENT DISSEMINATED PYRITE. 50 PERCENT MBL.
Comments,50 PERCENT STRONGLY MAGNETITIC SCF WITH UP TO 5 PERCENT DISSEMINATED PYRITE. 50 PERCENT MBL.
Comments,50 PERCENT STRONGLY MAGNETITIC SCF WITH UP TO 5 PERCENT PYRITE.
Comments,50 PERCENT STRONGLY MAGNETITIC SCF WITH UP TO 5 PERCENT PYRITE. 50 PERCENT FOLIATED AND STRONGLY CHLORITIC MBL.
Comment,50% Pis
Comment,50% PIS
Comment,50%PISOLITE 50% MAGHEMITE
Lith_Desc,50% pisolites
comments,"""50% POR; 50% mafic """"wallrock"""" with 1% py"""
Lith_Desc,50% Qac contam
Lith_Desc,50% Qa contam
Lith_Desc,"50% Qa contam,qz stringers"
Lith_Desc,"50% Qa,Lm,Ls, contam"
Lith_Desc,"50% Qaqz,c contam ABD continua"
Lith_Desc,50% Qas contam
Comments,50% qtz; 50% feldspar
Lith_Desc,50% Qtz Bi epi
comments,50% qtz veining as above; 50% weath mafic; rare py blebs.
comments,50% qtz veining from 17-18m
Lith_Comment,50% quartz chips mixed with 50% metabasalt chips.
Comments,50% recovery
Comments,50% RECOVERY
Comments,"50% recovery, BROWN GRITTY, MASSIVE"
Comments,"50% recovery, limonite on fractures"
comments,50% red-brown weath ?Mafic; 50% Fr mafic; 1-2% py
Comments,50% return
Comments,"50% return, massive to schistose"
Comments,"50% sample return, with definite talc"
Lith_Desc,50% sap clay; 50% jasperoidal gossan
comments,50% ?SED; 50% MT
Comments,50% silcrete
Comments,50% silcrete chips
Comments,50% SIS cave
Lith_Desc,50% Smokey-dark Qtz
Lith_Desc,50% Smokey Qtz
Comments,50% strongly chloritic MSO.
Lith_Desc,"50%sulfides (cp,py,cc)"
Comments,"50% Tourm, no qtz"
Comment,"""50% transluscent, angular QZ, some ferruginous material"""
Comments,50% weathered M
comments,50% wht-buff sugary qtz veining; 50% SED.
comments,50% wht qtz
comments,50% wht silcrete; 50% red-brown silc/ferricrete
Comments,50% zinnwaldite
Comments,5-10°
Comments,51.0 - 52.0m Homogenous trachyte with some carbonaceous fractures.  No hematite alteration.  Fault at 51.9m has multiple activations (at least 3)
Comments,5-10% blebby pyrite or pyrrhotite
Comments,5-10% cave
Comments,5-10% coarse muscovite; dominantly qtz
Comments,5-10% contamination
COMMENTS,5-10% contaminn
Lith_Desc,5-10% cpy+born
Comment,5-10% Dense sulphides
Comments,5-10% diss pyrite
Comments,"5-10% diss pyrite,"
comments,5-10% milky wht qtz veining; moderate bi alt.
Lith_Desc,5-10mm li coated pisos
Comment,5-10mm quartz phyric silicified clasts/fragments
Comments,5-10mm wide sulphide veins subparallel to core.
Comments,5-10% muscovite
Comments,5-10% PITS - EX PY(?)
Comments,"""5-10% purite, locally magnetic"""
comments,5-10% py; green ?ep 5%
Comments,5-10% Pyrite
Comments,5-10% Pyrite.
Comments,5-10% pyrite blebs and flat bedding parallel beds
comments,5-10% qtz veining; +bi alt.
Comments,"""5-10% quartz veinlets and stockworks, weak brecciation"""
Comments,5-10% quartz veinlets normal to bedding
Comments,5;10% red jasper chips
Comments,5-10% shale
Comments,5-10% sulphides                                   
Comment,5-10% Sulphides Fuchsite and  Blue Chlorite 
Comments,5-10% zinnwaldite
Comments,5-11 - lacustrine clays
Comment,51-53 more altered. tlc/cl altered metu. some msl.
comments,51-53m shear/clay zone
Comments,51-54M SLBR RSP+RCY MGN
Comment,51 - 56 KH298
Comments,5-15% black to dark grey shale/siltst beds weakly magnetic
Comments,5-15% desceminated pyr bleb/boundins {1-2mm}
Lith_Desc,5 -15%loose pisolite contamin
Lith_Desc,".5-1 L/sec h2o,v notch,dissemS"
Comment,.5-1m of trans. cover.
Comments,52.0 - 52.2m Vesicular trachyte with flow banding. Moderate hematite alteration  long carbanaceous vesicular upto 300mm  av. 4mm.  Chloritic stain around vesicles.  Kinematics present augen rotation  flow banding indication a sinistral movement of flow (a
Comments,52.2-52.3m Granite contact.  Rip up clasts in granite with an intense hematite alteration in trachyte. Contact and rip up clast lineation (alpha 50  beta 250).
Comments,52.3-52.5m: dark pink pervasive fe staining + blebby MnO (contamination?)
Comments,52.3 - 52.6m Intensely carbonaceous with hematite alteration in fractures.  Foliation He stained
Comments,52-57M WEAKLY KAOLINISED
Comments,52-58M FELDSPARS NOT VISIBLE; HARD LESS WEATHERED
Comments,5-25% BIF bands
Comments,52.6 - 55.0m Fine cryst granite
D_stLITHCOMMENTS,52.6-57.7m Core block  - no metre marking possilble due to core loss. CL = 3.7m
Lith_Desc,52m on damp or wet
comments,52 se alteration
Comments,53.1 - 54.7m medium to coarse grained arenite  conglomeratic bands of arenite upto 3mm
Comments,53 cm wide zone of high sulphide mineralisation
COMMENTS,54
Comment,5-400mm siliceous clasts & 1-5mm an-euhedral si replaced f'spar
Comments,54.2 - 54.4.0m  Band of coarse hornfels
Comments,54-55M TUFF BAND
Comments,54-56m: fractures with black coating. 
Comments,54-56m missing core
Comment,54 - 57 KH266
Comments,54-59M SLBR RSP+RCY MGN+STZHM+RD HM ALTN TR DS EP PY
COMMENTS,55
Comments,55.0 - 56.3m Coarse hornfel rich granite
comments,5-50% qtz veining
