"id","dhgeologyid","attributecolumn","attributevalue","modifieddate","modifiedby","mrtdetailid"
"208385388",27460456,"Priority","0",NULL,NULL,1230387
"208385387",27460456,"DataSet","WINDDINE",NULL,NULL,1230383
"86515867",11474551,"H2O","d",NULL,NULL,511785
"86515866",11474551,"SQ","g",NULL,NULL,511784
"86515865",11474551,"Texture","fol",NULL,NULL,511779
"86515864",11474551,"Mineralisation2","qtz",NULL,NULL,511776
"86515863",11474551,"Mineralisation1","mnt",NULL,NULL,511775
"86515862",11474551,"Grain","fg",NULL,NULL,511774
"86515861",11474551,"Lithology1","Sif",NULL,NULL,511772
"86515860",11474551,"Colour","dgybk",NULL,NULL,511769
"138589535",18818635,"Comments","magnetite jaspery quartzite aegerine riebeckite bif; as per above with few wispy bluish riebeckite films; abundant aegerine; uniform to folded bedding; at 250.18 ; 250.45 sub // quartz vein with irregular BIF inclusions and 1;2cm solid magnetite rich selv",NULL,NULL,867356
"138589534",18818635,"Vn1","qtz",NULL,NULL,867343
"138589533",18818635,"Text","bdd",NULL,NULL,867341
"138589532",18818635,"Min4","rbk",NULL,NULL,867326
"138589531",18818635,"Min3","aeg",NULL,NULL,867324
"138589530",18818635,"Min2","jsp",NULL,NULL,867322
"138589529",18818635,"Min1","mnt",NULL,NULL,867320
"138589528",18818635,"Lith2","Ssq",NULL,NULL,867314
"138589527",18818635,"Lith1","Sif",NULL,NULL,867313
"208380787",27460244,"MAPINFO_ID","868685",NULL,NULL,1230427
"208380786",27460244,"Strength","L",NULL,NULL,1230419
"208380785",27460244,"WATER","DR",NULL,NULL,1230418
"208380784",27460244,"Samp_Qual","MS",NULL,NULL,1230417
"208380783",27460244,"Alt1_INT","m",NULL,NULL,1230407
"208380782",27460244,"Alt1","HM",NULL,NULL,1230406
"208380781",27460244,"Mineralogy_2","HM",NULL,NULL,1230402
"208380780",27460244,"Mineralogy_1","CY",NULL,NULL,1230401
"208380779",27460244,"Text1","FG",NULL,NULL,1230399
"208380778",27460244,"Col_2","BN",NULL,NULL,1230398
"208380777",27460244,"Col_1","RD",NULL,NULL,1230397
"208380776",27460244,"Colour_Int","m",NULL,NULL,1230396
"208380775",27460244,"Regolith_Profile","RS",NULL,NULL,1230394
"208380774",27460244,"Weathering_Oxide","EW",NULL,NULL,1230393
"208380773",27460244,"Code_System","GBG",NULL,NULL,1230392
"208380772",27460244,"Lith3","-",NULL,NULL,1230391
"208380771",27460244,"Lith2","-",NULL,NULL,1230390
"208380770",27460244,"Lith1","CZA",NULL,NULL,1230389
"208380769",27460244,"RockPlot","CZA",NULL,NULL,1230388
"208380768",27460244,"Priority","0",NULL,NULL,1230387
"208380767",27460244,"DataSet","WINDDINE",NULL,NULL,1230383
"223133333",29938122,"WATER","DR",NULL,NULL,1316917
"223133332",29938122,"Mineralogy_4","CY",NULL,NULL,1316903
"223133331",29938122,"Mineralogy_3","IL",NULL,NULL,1316902
"223133330",29938122,"Mineralogy_2","EP",NULL,NULL,1316901
"223133329",29938122,"Mineralogy_1","KF",NULL,NULL,1316900
"223133328",29938122,"Text1","MG",NULL,NULL,1316898
"223133327",29938122,"Col_2","BN",NULL,NULL,1316897
"223133326",29938122,"Col_1","GN",NULL,NULL,1316896
"223133325",29938122,"Weathering_Profile","SR",NULL,NULL,1316893
"223133324",29938122,"Weathering_Oxide","SW",NULL,NULL,1316892
"223133323",29938122,"Lith3","-",NULL,NULL,1316891
"223133322",29938122,"Lith2","-",NULL,NULL,1316890
"223133321",29938122,"Lith1","AU",NULL,NULL,1316889
"223133320",29938122,"DataSet","SSTONE",NULL,NULL,1316885
"20541633",2538511,"Prospect","Silverstone",NULL,NULL,116915
"20541632",2538511,"Comments","bleached",NULL,NULL,116914
"20541631",2538511,"Vein1 %","0.5",NULL,NULL,116912
"20541630",2538511,"Vein1","qz",NULL,NULL,116911
"20541629",2538511,"Texture_Intensity","M",NULL,NULL,116910
"20541628",2538511,"Texture","bh",NULL,NULL,116909
"20541627",2538511,"Structure_Intensity","M",NULL,NULL,116908
"20541626",2538511,"Structure","fo",NULL,NULL,116907
"20541625",2538511,"Alteration1_Intensity","W",NULL,NULL,116904
"20541624",2538511,"Alteration1","ch",NULL,NULL,116903
"20541623",2538511,"Mineralisation2","ch",NULL,NULL,116901
"20541622",2538511,"Mineralisation1","qz",NULL,NULL,116900
"20541621",2538511,"Colour","lgn",NULL,NULL,116899
"20541620",2538511,"Grain_Size","vfg",NULL,NULL,116898
"20541619",2538511,"Lithology1","Ass",NULL,NULL,116896
"20541618",2538511,"Weathering_Intensity","mw",NULL,NULL,116894
"86502561",11473172,"Comments","Magnetic",NULL,NULL,511786
"86502560",11473172,"Vein1%","10",NULL,NULL,511781
"86502559",11473172,"Vein1","qtz",NULL,NULL,511780
"86502558",11473172,"Mineralisation3","qtz",NULL,NULL,511777
"86502557",11473172,"Mineralisation1","mnt",NULL,NULL,511775
"86502556",11473172,"Grain","Fg",NULL,NULL,511774
"86502555",11473172,"Lithology1","Sif",NULL,NULL,511772
"86502554",11473172,"Regolith","fr",NULL,NULL,511771
"86502553",11473172,"Colour","gy",NULL,NULL,511769
"20549845",2539219,"Prospect","Silverstone",NULL,NULL,116915
"20549844",2539219,"Alteration1","ch",NULL,NULL,116903
"20549843",2539219,"Mineralisation2","qz",NULL,NULL,116901
"20549842",2539219,"Mineralisation1","si",NULL,NULL,116900
"20549841",2539219,"Colour","gy",NULL,NULL,116899
"20549840",2539219,"Grain_Size","vfg",NULL,NULL,116898
"20549839",2539219,"Lithology1","Ash",NULL,NULL,116896
"20549838",2539219,"Regolith","Ls",NULL,NULL,116895
"20549837",2539219,"Weathering_Intensity","sw",NULL,NULL,116894
"239518226",32315609,"m1","QZ",NULL,NULL,1423116
"239518225",32315609,"pc_m1","2",NULL,NULL,1423115
"239518224",32315609,"s_m1","AG",NULL,NULL,1423114
"239518223",32315609,"t_p","SOF",NULL,NULL,1423108
"239518222",32315609,"rck1","RLC",NULL,NULL,1423105
"239518221",32315609,"co1","BG",NULL,NULL,1423102
"239518220",32315609,"cv1","M",NULL,NULL,1423101
"239518219",32315609,"wt","S",NULL,NULL,1423100
"239518218",32315609,"DataSet","SILVERSTONE",NULL,NULL,1423095
"138602562",18820047,"Comments","irregular sub parallel with pyrite; with 10;20% pale yellow green weakly magnetic inclusions; at 148.6 ; 148.85 have up to 20$ solid arsenopyrite with 4 % pyrite; ",NULL,NULL,867356
"138602561",18820047,"Slf2pc","5",NULL,NULL,867350
"138602560",18820047,"Slf2","apy",NULL,NULL,867349
"138602559",18820047,"Slf1pc","2",NULL,NULL,867348
"138602558",18820047,"Slf1","pyr",NULL,NULL,867347
"138602557",18820047,"Min1","qtz",NULL,NULL,867320
"138602556",18820047,"Colour1","wh",NULL,NULL,867319
"138602555",18820047,"Gsize","mg",NULL,NULL,867318
"138602554",18820047,"Lith1","Vq",NULL,NULL,867313
"186375632",24742132,"Alt Des1","2P",NULL,NULL,1119792
"186375631",24742132,"Alt Min1","TC",NULL,NULL,1119791
"186375630",24742132,"Hardness","S",NULL,NULL,1119781
"186375629",24742132,"Weathering","M",NULL,NULL,1119780
"186375628",24742132,"Grainsize","F",NULL,NULL,1119779
"186375627",24742132,"Colour","1GR",NULL,NULL,1119778
"186375626",24742132,"Structure Intensity","4",NULL,NULL,1119777
"186375625",24742132,"Structure Texture","SH",NULL,NULL,1119776
"186375624",24742132,"Lithology1","UTC",NULL,NULL,1119772
"86502995",11473219,"H2O","d",NULL,NULL,511785
"86502994",11473219,"SQ","G",NULL,NULL,511784
"86502993",11473219,"Texture","sch",NULL,NULL,511779
"86502992",11473219,"Mineralisation3","mic",NULL,NULL,511777
"86502991",11473219,"Mineralisation2","goe",NULL,NULL,511776
"86502990",11473219,"Mineralisation1","cly",NULL,NULL,511775
"86502989",11473219,"Grain","fg",NULL,NULL,511774
"86502988",11473219,"Lithology1","Ssh",NULL,NULL,511772
"86502987",11473219,"Regolith","Lk",NULL,NULL,511771
"86502986",11473219,"Colour","br",NULL,NULL,511769
"186381253",24742736,"Alt Des3","1D",NULL,NULL,1119796
"186381252",24742736,"Alt Min3","GO",NULL,NULL,1119795
"186381251",24742736,"Alt Des2","1D",NULL,NULL,1119794
"186381250",24742736,"Alt Min2","CH",NULL,NULL,1119793
"186381249",24742736,"Alt Des1","1D",NULL,NULL,1119792
"186381248",24742736,"Alt Min1","TC",NULL,NULL,1119791
"186381247",24742736,"Hardness","M",NULL,NULL,1119781
"186381246",24742736,"Weathering","M",NULL,NULL,1119780
"186381245",24742736,"Grainsize","F",NULL,NULL,1119779
"186381244",24742736,"Colour","2BR",NULL,NULL,1119778
"186381243",24742736,"Texture1","FO",NULL,NULL,1119773
"186381242",24742736,"Lithology1","UTC",NULL,NULL,1119772
"186394747",24744410,"Hardness","M",NULL,NULL,1119781
"186394746",24744410,"Weathering","F",NULL,NULL,1119780
"186394745",24744410,"Grainsize","F",NULL,NULL,1119779
"186394744",24744410,"Colour","BL",NULL,NULL,1119778
"186394743",24744410,"Lithology1","SBS",NULL,NULL,1119772
"223099624",29936090,"Strength","VH",NULL,NULL,1316918
"223099623",29936090,"Structure","WFO",NULL,NULL,1316915
"223099622",29936090,"Alt2_INT","W",NULL,NULL,1316908
"223099621",29936090,"Alt2","SI",NULL,NULL,1316907
"223099620",29936090,"Alt1_INT","W",NULL,NULL,1316906
"223099619",29936090,"Alt1","HM",NULL,NULL,1316905
"223099618",29936090,"Mineralogy_4","SI",NULL,NULL,1316903
"223099617",29936090,"Mineralogy_3","HM",NULL,NULL,1316902
"223099616",29936090,"Mineralogy_2","CY",NULL,NULL,1316901
"223099615",29936090,"Mineralogy_1","CH",NULL,NULL,1316900
"223099614",29936090,"Text2","FO",NULL,NULL,1316899
"223099613",29936090,"Text1","LM",NULL,NULL,1316898
"223099612",29936090,"Col_2","TN",NULL,NULL,1316897
"223099611",29936090,"Col_1","GY",NULL,NULL,1316896
"223099610",29936090,"Colour_Int","L",NULL,NULL,1316895
"223099609",29936090,"Colour_Plot","LGYTN",NULL,NULL,1316894
"223099608",29936090,"Weathering_Profile","F",NULL,NULL,1316893
"223099607",29936090,"Weathering_Oxide","SW",NULL,NULL,1316892
"223099606",29936090,"Lith3","-",NULL,NULL,1316891
"223099605",29936090,"Lith2","-",NULL,NULL,1316890
"223099604",29936090,"Lith1","AU",NULL,NULL,1316889
"223099603",29936090,"DataSet","M1",NULL,NULL,1316885
"208384871",27460436,"MAPINFO_ID","869069",NULL,NULL,1230427
"208384870",27460436,"Vein1_per","3",NULL,NULL,1230421
"208384869",27460436,"Vein1","QZ",NULL,NULL,1230420
"208384868",27460436,"WATER","DA",NULL,NULL,1230418
"208384867",27460436,"Samp_Qual","GS",NULL,NULL,1230417
"208384866",27460436,"Alt1_INT","s",NULL,NULL,1230407
"208384865",27460436,"Alt1","HM",NULL,NULL,1230406
"208384864",27460436,"Mineralogy_4","GR",NULL,NULL,1230404
"208384863",27460436,"Mineralogy_3","CH",NULL,NULL,1230403
"208384862",27460436,"Mineralogy_2","SI",NULL,NULL,1230402
"208384861",27460436,"Mineralogy_1","HM",NULL,NULL,1230401
"208384860",27460436,"Text2","SH",NULL,NULL,1230400
"208384859",27460436,"Text1","BD",NULL,NULL,1230399
"208384858",27460436,"Col_2","PP",NULL,NULL,1230398
"208384857",27460436,"Col_1","OR",NULL,NULL,1230397
"208384856",27460436,"Colour_Int","d",NULL,NULL,1230396
"208384855",27460436,"Regolith_Profile","SR",NULL,NULL,1230394
"208384854",27460436,"Weathering_Oxide","SW",NULL,NULL,1230393
"208384853",27460436,"Code_System","GBG",NULL,NULL,1230392
"208384852",27460436,"Lith3","-",NULL,NULL,1230391
"208384851",27460436,"Lith2","-",NULL,NULL,1230390
"208384850",27460436,"Lith1","ACI",NULL,NULL,1230389
"208384849",27460436,"RockPlot","ACI",NULL,NULL,1230388
"208384848",27460436,"Priority","0",NULL,NULL,1230387
"208384847",27460436,"DataSet","WINDDINE",NULL,NULL,1230383
"138584494",18818160,"Text","bdd",NULL,NULL,867341
"138584493",18818160,"Min3","aeg",NULL,NULL,867324
"138584492",18818160,"Min2","sil",NULL,NULL,867322
"138584491",18818160,"Min1","mnt",NULL,NULL,867320
"138584490",18818160,"Colour1","gy",NULL,NULL,867319
"138584489",18818160,"Gsize","vfg",NULL,NULL,867318
"138584488",18818160,"Lith1","Sif",NULL,NULL,867313
"86499581",11472856,"Comments","Wet sample on change of rod",NULL,NULL,511786
"86499580",11472856,"H2O","d",NULL,NULL,511785
"86499579",11472856,"SQ","G",NULL,NULL,511784
"86499578",11472856,"Texture","mas",NULL,NULL,511779
"86499577",11472856,"Structure","bnd",NULL,NULL,511778
"86499576",11472856,"Mineralisation2","qtz",NULL,NULL,511776
"86499575",11472856,"Mineralisation1","mnt",NULL,NULL,511775
"86499574",11472856,"Grain","fg",NULL,NULL,511774
"86499573",11472856,"Lithology1","Sif",NULL,NULL,511772
"86499572",11472856,"Colour","dgy",NULL,NULL,511769
"86516588",11474638,"Texture","mas",NULL,NULL,511779
"86516587",11474638,"Mineralisation2","mnt",NULL,NULL,511776
"86516586",11474638,"Mineralisation1","cly",NULL,NULL,511775
"86516584",11474638,"Lithology1","Ssh",NULL,NULL,511772
"86516583",11474638,"Regolith","Lkf",NULL,NULL,511771
"86516582",11474638,"Colour","gy",NULL,NULL,511769
"86516585",11474638,"Grain","fg",NULL,NULL,511774
"138573757",18817259,"Comments","shale interbedded quartz (smokey grey)",NULL,NULL,867356
"138573756",18817259,"H2O","d",NULL,NULL,867355
"138573755",18817259,"SQ","g",NULL,NULL,867354
"138573754",18817259,"Vn1pc","1",NULL,NULL,867344
"138573753",18817259,"Vn1","qtz",NULL,NULL,867343
"138573752",18817259,"Text","bdd",NULL,NULL,867341
"138573751",18817259,"Min2","sil",NULL,NULL,867322
"138573750",18817259,"Min1","cly",NULL,NULL,867320
"138573749",18817259,"Colour1","gy",NULL,NULL,867319
"138573748",18817259,"Gsize","fg",NULL,NULL,867318
"138573747",18817259,"Fe_Est_Grade","l",NULL,NULL,867317
"138573746",18817259,"Lith1","Ssh",NULL,NULL,867313
"138573745",18817259,"Reg","Lsf",NULL,NULL,867312
"208371604",27459819,"MAPINFO_ID","867277",NULL,NULL,1230427
"208371603",27459819,"Vein1_per","5",NULL,NULL,1230421
"208371602",27459819,"Vein1","QZ",NULL,NULL,1230420
"208371601",27459819,"Samp_Qual","GS",NULL,NULL,1230417
"208371600",27459819,"Structure","SFO",NULL,NULL,1230416
"208371599",27459819,"Alt1_INT","s",NULL,NULL,1230407
"208371598",27459819,"Alt1","HM",NULL,NULL,1230406
"208371597",27459819,"Mineralogy_2","CH",NULL,NULL,1230402
"208371596",27459819,"Mineralogy_1","HM",NULL,NULL,1230401
"208371595",27459819,"Text1","FO",NULL,NULL,1230399
"208371594",27459819,"Col_1","RD",NULL,NULL,1230397
"208371593",27459819,"Regolith_Profile","SR",NULL,NULL,1230394
"208371592",27459819,"Weathering_Oxide","MW",NULL,NULL,1230393
"208371591",27459819,"Code_System","GBG",NULL,NULL,1230392
"208371590",27459819,"Lith3","-",NULL,NULL,1230391
"208371589",27459819,"Lith2","-",NULL,NULL,1230390
"208371588",27459819,"Lith1","AU",NULL,NULL,1230389
"208371587",27459819,"RockPlot","AU",NULL,NULL,1230388
"208371586",27459819,"Priority","0",NULL,NULL,1230387
"208371585",27459819,"DataSet","WINDDINE",NULL,NULL,1230383
"223099203",29936067,"Strength","H",NULL,NULL,1316918
"223099202",29936067,"Structure","SFO",NULL,NULL,1316915
"223099201",29936067,"Alt1_INT","M",NULL,NULL,1316906
"223099200",29936067,"Alt1","HM",NULL,NULL,1316905
"223099199",29936067,"Mineralogy_3","HM",NULL,NULL,1316902
"223099198",29936067,"Mineralogy_2","CY",NULL,NULL,1316901
"223099197",29936067,"Mineralogy_1","CH",NULL,NULL,1316900
"223099196",29936067,"Text2","SHD",NULL,NULL,1316899
"223099195",29936067,"Text1","FO",NULL,NULL,1316898
"223099194",29936067,"Col_1","GY",NULL,NULL,1316896
"223099193",29936067,"Colour_Int","L",NULL,NULL,1316895
"223099192",29936067,"Colour_Plot","LGY",NULL,NULL,1316894
"223099191",29936067,"Weathering_Profile","F",NULL,NULL,1316893
"223099190",29936067,"Weathering_Oxide","F",NULL,NULL,1316892
"223099189",29936067,"Lith3","-",NULL,NULL,1316891
"223099188",29936067,"Lith2","-",NULL,NULL,1316890
"223099187",29936067,"Lith1","ALU",NULL,NULL,1316889
"223099186",29936067,"DataSet","M1",NULL,NULL,1316885
"32263528",4398071,"Texture","mas",NULL,NULL,262822
"32263527",4398071,"Mineralisation3","mnt",NULL,NULL,262813
"32263526",4398071,"Mineralisation2","goe",NULL,NULL,262812
"32263525",4398071,"Mineralisation1","hem",NULL,NULL,262811
"32263524",4398071,"Grain Size","fg",NULL,NULL,262810
"32263523",4398071,"Fe Est. Grade","M",NULL,NULL,262809
"32263522",4398071,"Fe1","GOH",NULL,NULL,262807
"32263521",4398071,"Lithology1","Sif",NULL,NULL,262805
"32263520",4398071,"Regolith","Lkf",NULL,NULL,262804
"32263519",4398071,"Colour","orrd",NULL,NULL,262802
"86508346",11473790,"H2O","D",NULL,NULL,511785
"86508345",11473790,"SQ","G",NULL,NULL,511784
"86508344",11473790,"Vein1%","10",NULL,NULL,511781
"86508343",11473790,"Vein1","Qtz",NULL,NULL,511780
"86508342",11473790,"Texture","bnd",NULL,NULL,511779
"86508341",11473790,"Mineralisation1","mnt",NULL,NULL,511775
"86508340",11473790,"Lithology1","Sif",NULL,NULL,511772
"86508339",11473790,"Weathering Intensity","Fr",NULL,NULL,511770
"86508338",11473790,"Colour","gy",NULL,NULL,511769
"186386622",24743412,"Comments","large non magnetic chips",NULL,NULL,1119799
"186386621",24743412,"Alt Des2","4p",NULL,NULL,1119794
"186386620",24743412,"Alt Min2","go",NULL,NULL,1119793
"186386619",24743412,"Alt Des1","4p",NULL,NULL,1119792
"186386618",24743412,"Alt Min1","sk",NULL,NULL,1119791
"186386617",24743412,"Hardness","H",NULL,NULL,1119781
"186386616",24743412,"Weathering","M",NULL,NULL,1119780
"186386615",24743412,"Grainsize","F",NULL,NULL,1119779
"186386614",24743412,"Colour","3BR",NULL,NULL,1119778
"186386613",24743412,"Texture1","BD",NULL,NULL,1119773
"186386612",24743412,"Lithology1","SIS",NULL,NULL,1119772
"223108265",29936582,"WATER","DR",NULL,NULL,1316917
"223108264",29936582,"Samp_Qual","GS",NULL,NULL,1316916
"223108263",29936582,"Structure","FO",NULL,NULL,1316915
"223108262",29936582,"Alt1","GO",NULL,NULL,1316905
"223108261",29936582,"Mineralogy_3","SE",NULL,NULL,1316902
"223108260",29936582,"Mineralogy_2","GO",NULL,NULL,1316901
"223108259",29936582,"Mineralogy_1","CY",NULL,NULL,1316900
"223108258",29936582,"Text2","FG",NULL,NULL,1316899
"223108257",29936582,"Text1","FO",NULL,NULL,1316898
"223108256",29936582,"Colour_Int","YW",NULL,NULL,1316895
"223108255",29936582,"Colour_Plot","YW",NULL,NULL,1316894
"223108254",29936582,"Weathering_Profile","US",NULL,NULL,1316893
"223108253",29936582,"Weathering_Oxide","EW",NULL,NULL,1316892
"223108252",29936582,"Lith3","-",NULL,NULL,1316891
"223108251",29936582,"Lith2","-",NULL,NULL,1316890
"223108250",29936582,"Lith1","AU",NULL,NULL,1316889
"223108249",29936582,"DataSet","M1",NULL,NULL,1316885
"103449550",13618602,"H2O","d",NULL,NULL,620826
"103449549",13618602,"Text","bdd",NULL,NULL,620812
"103449548",13618602,"Colour1","lgy",NULL,NULL,620790
"103449547",13618602,"Gsize","fg",NULL,NULL,620789
"103449546",13618602,"Lith1","Spt",NULL,NULL,620784
"138596043",18819295,"H2O","d",NULL,NULL,867355
"138596042",18819295,"SQ","g",NULL,NULL,867354
"138596041",18819295,"Slf1pc","1",NULL,NULL,867348
"138596040",18819295,"Slf1","pyr",NULL,NULL,867347
"138596039",18819295,"Vn1pc","25",NULL,NULL,867344
"138596038",18819295,"Vn1","qtz",NULL,NULL,867343
"138596037",18819295,"Text","bdd",NULL,NULL,867341
"138596036",18819295,"Min2","mnt",NULL,NULL,867322
"138596035",18819295,"Min1","sil",NULL,NULL,867320
"138596034",18819295,"Colour1","gy",NULL,NULL,867319
"138596033",18819295,"Gsize","fg",NULL,NULL,867318
"138596032",18819295,"Fe_Est_Grade","l",NULL,NULL,867317
"138596031",18819295,"Lith1","Sif",NULL,NULL,867313
"208359623",27459241,"MAPINFO_ID","866962",NULL,NULL,1230427
"208359622",27459241,"Vein1_per","1",NULL,NULL,1230421
"208359621",27459241,"Vein1","QC",NULL,NULL,1230420
"208359620",27459241,"Strength","M",NULL,NULL,1230419
"208359619",27459241,"Samp_Qual","GS",NULL,NULL,1230417
"208359618",27459241,"Structure","MFO",NULL,NULL,1230416
"208359617",27459241,"Alt1_INT","w",NULL,NULL,1230407
"208359616",27459241,"Alt1","FE",NULL,NULL,1230406
"208359615",27459241,"Mineralogy_3","FE",NULL,NULL,1230403
"208359614",27459241,"Mineralogy_2","SE",NULL,NULL,1230402
"208359613",27459241,"Mineralogy_1","CH",NULL,NULL,1230401
"208359612",27459241,"Col_1","RD",NULL,NULL,1230397
"208359611",27459241,"Colour_Int","d",NULL,NULL,1230396
"208359610",27459241,"Regolith_Profile","SR",NULL,NULL,1230394
"208359609",27459241,"Weathering_Oxide","SW",NULL,NULL,1230393
"208359608",27459241,"Code_System","GBG",NULL,NULL,1230392
"208359607",27459241,"Lith3","-",NULL,NULL,1230391
"208359606",27459241,"Lith2","-",NULL,NULL,1230390
"208359605",27459241,"Lith1","AU",NULL,NULL,1230389
"208359604",27459241,"RockPlot","AU",NULL,NULL,1230388
"208359603",27459241,"Priority","0",NULL,NULL,1230387
"208359602",27459241,"DataSet","WINDDINE",NULL,NULL,1230383
"20541862",2538527,"Prospect","Silverstone",NULL,NULL,116915
"20541861",2538527,"Vein1 %","30",NULL,NULL,116912
"20541860",2538527,"Vein1","qz",NULL,NULL,116911
"20541859",2538527,"Alteration1","ch",NULL,NULL,116903
"20541858",2538527,"Mineralisation3","si",NULL,NULL,116902
"20541857",2538527,"Mineralisation2","ch",NULL,NULL,116901
"20541856",2538527,"Mineralisation1","qz",NULL,NULL,116900
"20541855",2538527,"Colour","gy",NULL,NULL,116899
"20541854",2538527,"Grain_Size","vfg",NULL,NULL,116898
"20541853",2538527,"Lithology1","Ass",NULL,NULL,116896
"20541852",2538527,"Weathering_Intensity","mw",NULL,NULL,116894
"86486097",11471212,"Comments","? ox.pyrite at 57m",NULL,NULL,511786
"86486096",11471212,"Texture","xln",NULL,NULL,511779
"86486095",11471212,"Mineralisation2","mnt",NULL,NULL,511776
"86486094",11471212,"Mineralisation1","bio",NULL,NULL,511775
"86486093",11471212,"Grain","fg",NULL,NULL,511774
"86486092",11471212,"Lithology1","Sif",NULL,NULL,511772
"86486091",11471212,"Colour","lgn",NULL,NULL,511769
"138587356",18818442,"Comments","minor green clay ; after mafic silicates?",NULL,NULL,867356
"138587355",18818442,"H2O","d",NULL,NULL,867355
"138587354",18818442,"SQ","g",NULL,NULL,867354
"138587353",18818442,"Text","bdd",NULL,NULL,867341
"138587352",18818442,"Min4","lim",NULL,NULL,867326
"138587351",18818442,"Min3","hem",NULL,NULL,867324
"138587350",18818442,"Min2","sil",NULL,NULL,867322
"138587349",18818442,"Min1","goe",NULL,NULL,867320
"138587348",18818442,"Colour1","brye",NULL,NULL,867319
"138587347",18818442,"Gsize","fg",NULL,NULL,867318
"138587346",18818442,"Fe_Est_Grade","M",NULL,NULL,867317
"138587345",18818442,"Fe_2","HOM",NULL,NULL,867316
"138587344",18818442,"Fe_1","GOM",NULL,NULL,867315
"138587343",18818442,"Lith2","S",NULL,NULL,867314
"138587342",18818442,"Lith1","Sif",NULL,NULL,867313
"138587341",18818442,"Reg","Lsf",NULL,NULL,867312
"208358432",27459173,"MAPINFO_ID","861705",NULL,NULL,1230427
"208358431",27459173,"Strength","VL",NULL,NULL,1230419
"208358430",27459173,"Mineralogy_2","KF",NULL,NULL,1230402
"208358429",27459173,"Mineralogy_1","CY",NULL,NULL,1230401
"208358428",27459173,"Text1","MX",NULL,NULL,1230399
"208358427",27459173,"Col_1","CR",NULL,NULL,1230397
"208358426",27459173,"Colour_Int","l",NULL,NULL,1230396
"208358425",27459173,"Regolith_Profile","LS",NULL,NULL,1230394
"208358424",27459173,"Weathering_Oxide","EW",NULL,NULL,1230393
"208358423",27459173,"Code_System","GBG",NULL,NULL,1230392
"208358422",27459173,"Lith3","-",NULL,NULL,1230391
"208358421",27459173,"Lith2","-",NULL,NULL,1230390
"208358420",27459173,"Lith1","AFV",NULL,NULL,1230389
"208358419",27459173,"RockPlot","AFV",NULL,NULL,1230388
"208358418",27459173,"Priority","0",NULL,NULL,1230387
"208358417",27459173,"DataSet","WINDDINE",NULL,NULL,1230383
"208380572",27460235,"MAPINFO_ID","869366",NULL,NULL,1230427
"208380571",27460235,"Vein1","QZ",NULL,NULL,1230420
"208380570",27460235,"Strength","H",NULL,NULL,1230419
"208380569",27460235,"WATER","DR",NULL,NULL,1230418
"208380568",27460235,"Samp_Qual","GS",NULL,NULL,1230417
"208380567",27460235,"Alt1_INT","s",NULL,NULL,1230407
"208380566",27460235,"Alt1","HM",NULL,NULL,1230406
"208380565",27460235,"Mineralogy_3","SI",NULL,NULL,1230403
"208380564",27460235,"Mineralogy_2","HM",NULL,NULL,1230402
"208380563",27460235,"Mineralogy_1","CH",NULL,NULL,1230401
"208380562",27460235,"Text1","FG",NULL,NULL,1230399
"208380561",27460235,"Col_2","BN",NULL,NULL,1230398
"208380560",27460235,"Col_1","RD",NULL,NULL,1230397
"208380559",27460235,"Colour_Int","d",NULL,NULL,1230396
"208380558",27460235,"Regolith_Profile","LS",NULL,NULL,1230394
"208380557",27460235,"Weathering_Oxide","MW",NULL,NULL,1230393
"208380556",27460235,"Code_System","GBG",NULL,NULL,1230392
"208380555",27460235,"Lith3","-",NULL,NULL,1230391
"208380554",27460235,"Lith2","-",NULL,NULL,1230390
"208380553",27460235,"Lith1","AB",NULL,NULL,1230389
"208380552",27460235,"RockPlot","AB",NULL,NULL,1230388
"208380551",27460235,"Priority","0",NULL,NULL,1230387
"208380550",27460235,"DataSet","WINDDINE",NULL,NULL,1230383
"186388761",24743682,"Hardness","H",NULL,NULL,1119781
"186388760",24743682,"Weathering","E",NULL,NULL,1119780
"186388759",24743682,"Grainsize","M",NULL,NULL,1119779
"186388758",24743682,"Colour","2RD",NULL,NULL,1119778
"186388757",24743682,"Lithology1","OAL",NULL,NULL,1119772
"138584676",18818176,"Comments","EVIDENCE OF HARD QTZ VEINS",NULL,NULL,867356
"138584675",18818176,"H2O","D",NULL,NULL,867355
"138584674",18818176,"SQ","G",NULL,NULL,867354
"138584673",18818176,"Text","MAS",NULL,NULL,867341
"138584672",18818176,"Min4","PYR",NULL,NULL,867326
"138584671",18818176,"Min3","QTZ",NULL,NULL,867324
"138584670",18818176,"Min2","SIL",NULL,NULL,867322
"138584669",18818176,"Min1","MNT",NULL,NULL,867320
"138584668",18818176,"Colour1","GY",NULL,NULL,867319
"138584667",18818176,"Gsize","VFG",NULL,NULL,867318
"138584666",18818176,"Fe_Est_Grade","M",NULL,NULL,867317
"138584665",18818176,"Fe_1","MOM",NULL,NULL,867315
"138584664",18818176,"Lith1","SIF",NULL,NULL,867313
"138584663",18818176,"Weath_I","F",NULL,NULL,867311
"208365147",27459507,"MAPINFO_ID","861875",NULL,NULL,1230427
"208365146",27459507,"Strength","L",NULL,NULL,1230419
"208365145",27459507,"WATER","WE",NULL,NULL,1230418
"208365144",27459507,"Samp_Qual","GS",NULL,NULL,1230417
