id,collarid,fromdepth,todepth,units,accuracy,modifieddate,modifiedby,mrtfileid
18817260,1233121,92,99,NULL,NULL,NULL,NULL,37131
18817261,1233121,99,100,NULL,NULL,NULL,NULL,37131
18817262,1233121,100,102,NULL,NULL,NULL,NULL,37131
18817263,1233121,102,104,NULL,NULL,NULL,NULL,37131
18817264,1233121,104,106,NULL,NULL,NULL,NULL,37131
18817265,1233121,106,120,NULL,NULL,NULL,NULL,37131
18817734,1233110,0,1,NULL,NULL,NULL,NULL,37131
18817735,1233110,1,13,NULL,NULL,NULL,NULL,37131
18817736,1233110,13,20,NULL,NULL,NULL,NULL,37131
18817737,1233110,20,22,NULL,NULL,NULL,NULL,37131
18817738,1233110,22,27,NULL,NULL,NULL,NULL,37131
18817739,1233110,27,39,NULL,NULL,NULL,NULL,37131
18817740,1233110,39,48,NULL,NULL,NULL,NULL,37131
18817741,1233110,48,52,NULL,NULL,NULL,NULL,37131
18817742,1233110,52,56,NULL,NULL,NULL,NULL,37131
18817743,1233110,56,58,NULL,NULL,NULL,NULL,37131
18817744,1233110,58,59,NULL,NULL,NULL,NULL,37131
18817745,1233110,59,67,NULL,NULL,NULL,NULL,37131
18817746,1233110,67,70,NULL,NULL,NULL,NULL,37131
18817747,1233110,70,100,NULL,NULL,NULL,NULL,37131
18817748,1233110,100,110,NULL,NULL,NULL,NULL,37131
18817749,1233110,110,111,NULL,NULL,NULL,NULL,37131
18817750,1233110,111,114,NULL,NULL,NULL,NULL,37131
18817751,1233110,114,117,NULL,NULL,NULL,NULL,37131
18817752,1233110,117,120,NULL,NULL,NULL,NULL,37131
18817753,1233110,120,121,NULL,NULL,NULL,NULL,37131
18817754,1233110,121,128,NULL,NULL,NULL,NULL,37131
18817755,1233110,128,132,NULL,NULL,NULL,NULL,37131
18817756,1233110,132,144,NULL,NULL,NULL,NULL,37131
18817757,1233110,144,150,NULL,NULL,NULL,NULL,37131
18817758,1233109,0,3,NULL,NULL,NULL,NULL,37131
18817759,1233109,3,10,NULL,NULL,NULL,NULL,37131
18817760,1233109,10,12,NULL,NULL,NULL,NULL,37131
18817761,1233109,12,16,NULL,NULL,NULL,NULL,37131
18817762,1233109,16,18,NULL,NULL,NULL,NULL,37131
18817763,1233109,18,22,NULL,NULL,NULL,NULL,37131
18817764,1233109,22,25,NULL,NULL,NULL,NULL,37131
18817765,1233109,25,29,NULL,NULL,NULL,NULL,37131
18817766,1233109,29,31,NULL,NULL,NULL,NULL,37131
18817767,1233109,31,35,NULL,NULL,NULL,NULL,37131
18817768,1233109,35,39,NULL,NULL,NULL,NULL,37131
18817769,1233109,39,51,NULL,NULL,NULL,NULL,37131
18817770,1233109,51,54,NULL,NULL,NULL,NULL,37131
18817771,1233109,54,55,NULL,NULL,NULL,NULL,37131
18817772,1233109,55,64,NULL,NULL,NULL,NULL,37131
18817773,1233109,64,79,NULL,NULL,NULL,NULL,37131
18817774,1233109,79,84,NULL,NULL,NULL,NULL,37131
18817775,1233109,84,104,NULL,NULL,NULL,NULL,37131
18817776,1233109,104,108,NULL,NULL,NULL,NULL,37131
18817777,1233109,108,118,NULL,NULL,NULL,NULL,37131
18817778,1233109,118,129,NULL,NULL,NULL,NULL,37131
18817779,1233109,129,150,NULL,NULL,NULL,NULL,37131
18817780,1233109,150,163,NULL,NULL,NULL,NULL,37131
18817781,1233109,163,180,NULL,NULL,NULL,NULL,37131
18817992,1233104,144,145,NULL,NULL,NULL,NULL,37131
18817993,1233104,145,152,NULL,NULL,NULL,NULL,37131
18817994,1233104,152,172,NULL,NULL,NULL,NULL,37131
18817995,1233104,172,198,NULL,NULL,NULL,NULL,37131
18817996,1233104,198,211,NULL,NULL,NULL,NULL,37131
18817997,1233104,211,216,NULL,NULL,NULL,NULL,37131
18817998,1233104,216,229,NULL,NULL,NULL,NULL,37131
18817999,1233104,229,250,NULL,NULL,NULL,NULL,37131
18818000,1233103,0,5,NULL,NULL,NULL,NULL,37131
18818001,1233103,5,14,NULL,NULL,NULL,NULL,37131
18818002,1233103,14,19,NULL,NULL,NULL,NULL,37131
18818003,1233103,19,30,NULL,NULL,NULL,NULL,37131
18818004,1233103,30,32,NULL,NULL,NULL,NULL,37131
18818005,1233103,32,34,NULL,NULL,NULL,NULL,37131
18818006,1233103,34,55,NULL,NULL,NULL,NULL,37131
18818007,1233103,55,147,NULL,NULL,NULL,NULL,37131
18818008,1233103,147,160,NULL,NULL,NULL,NULL,37131
18818009,1233103,160,174,NULL,NULL,NULL,NULL,37131
18818010,1233103,174,201,NULL,NULL,NULL,NULL,37131
18818011,1233103,201,219,NULL,NULL,NULL,NULL,37131
18818012,1233103,219,250,NULL,NULL,NULL,NULL,37131
18818013,1233102,0,2,NULL,NULL,NULL,NULL,37131
18818014,1233102,2,12,NULL,NULL,NULL,NULL,37131
18818015,1233102,12,15,NULL,NULL,NULL,NULL,37131
18818016,1233102,15,31,NULL,NULL,NULL,NULL,37131
18818017,1233102,31,37,NULL,NULL,NULL,NULL,37131
18818018,1233102,37,49,NULL,NULL,NULL,NULL,37131
18818019,1233102,49,55,NULL,NULL,NULL,NULL,37131
18818020,1233102,55,60,NULL,NULL,NULL,NULL,37131
18818021,1233102,60,140,NULL,NULL,NULL,NULL,37131
18818022,1233102,140,150,NULL,NULL,NULL,NULL,37131
18818023,1233101,0,4,NULL,NULL,NULL,NULL,37131
18818024,1233101,4,7,NULL,NULL,NULL,NULL,37131
18818025,1233101,7,13,NULL,NULL,NULL,NULL,37131
18818026,1233101,13,16,NULL,NULL,NULL,NULL,37131
18818027,1233101,16,17,NULL,NULL,NULL,NULL,37131
18818028,1233101,17,25,NULL,NULL,NULL,NULL,37131
18818029,1233101,25,30,NULL,NULL,NULL,NULL,37131
18818030,1233101,30,32,NULL,NULL,NULL,NULL,37131
18818031,1233101,32,34,NULL,NULL,NULL,NULL,37131
18818032,1233101,34,39,NULL,NULL,NULL,NULL,37131
18818033,1233101,39,46,NULL,NULL,NULL,NULL,37131
18818034,1233101,46,57,NULL,NULL,NULL,NULL,37131
18818035,1233101,57,59,NULL,NULL,NULL,NULL,37131
18818036,1233101,59,63,NULL,NULL,NULL,NULL,37131
18818037,1233101,63,69,NULL,NULL,NULL,NULL,37131
18818038,1233101,69,79,NULL,NULL,NULL,NULL,37131
18818039,1233101,79,82,NULL,NULL,NULL,NULL,37131
18818040,1233101,82,141,NULL,NULL,NULL,NULL,37131
18818041,1233101,141,165,NULL,NULL,NULL,NULL,37131
18818042,1233101,165,166,NULL,NULL,NULL,NULL,37131
18818043,1233101,166,186,NULL,NULL,NULL,NULL,37131
18818044,1233100,0,6,NULL,NULL,NULL,NULL,37131
18818045,1233100,6,9,NULL,NULL,NULL,NULL,37131
18818046,1233100,9,13,NULL,NULL,NULL,NULL,37131
18818047,1233100,13,14,NULL,NULL,NULL,NULL,37131
18818048,1233100,14,21,NULL,NULL,NULL,NULL,37131
18818049,1233100,21,34,NULL,NULL,NULL,NULL,37131
18818050,1233100,34,35,NULL,NULL,NULL,NULL,37131
18818051,1233100,35,39,NULL,NULL,NULL,NULL,37131
18818052,1233100,39,40,NULL,NULL,NULL,NULL,37131
18818053,1233100,40,56,NULL,NULL,NULL,NULL,37131
18818054,1233100,56,62,NULL,NULL,NULL,NULL,37131
18818055,1233100,62,68,NULL,NULL,NULL,NULL,37131
18818056,1233100,68,69,NULL,NULL,NULL,NULL,37131
18818057,1233100,69,80,NULL,NULL,NULL,NULL,37131
18818058,1233100,80,82,NULL,NULL,NULL,NULL,37131
18818059,1233100,82,83,NULL,NULL,NULL,NULL,37131
18818060,1233100,83,84,NULL,NULL,NULL,NULL,37131
18818061,1233100,84,88,NULL,NULL,NULL,NULL,37131
18818062,1233100,88,98,NULL,NULL,NULL,NULL,37131
18818063,1233100,98,100,NULL,NULL,NULL,NULL,37131
18818064,1233100,100,104,NULL,NULL,NULL,NULL,37131
18818065,1233100,104,106,NULL,NULL,NULL,NULL,37131
18818066,1233100,106,120,NULL,NULL,NULL,NULL,37131
18818067,1233100,120,139,NULL,NULL,NULL,NULL,37131
18818068,1233100,139,143,NULL,NULL,NULL,NULL,37131
18818069,1233100,143,147,NULL,NULL,NULL,NULL,37131
18818070,1233100,147,151,NULL,NULL,NULL,NULL,37131
18818071,1233100,151,168,NULL,NULL,NULL,NULL,37131
18818072,1233100,168,169,NULL,NULL,NULL,NULL,37131
18818073,1233100,169,172,NULL,NULL,NULL,NULL,37131
18818074,1233100,172,182,NULL,NULL,NULL,NULL,37131
18818075,1233100,182,186,NULL,NULL,NULL,NULL,37131
18818076,1233100,186,196,NULL,NULL,NULL,NULL,37131
18818077,1233100,196,200,NULL,NULL,NULL,NULL,37131
18818078,1233099,0,1,NULL,NULL,NULL,NULL,37131
18818079,1233099,1,4,NULL,NULL,NULL,NULL,37131
18818080,1233099,4,9,NULL,NULL,NULL,NULL,37131
18818081,1233099,9,12,NULL,NULL,NULL,NULL,37131
18818082,1233099,12,15,NULL,NULL,NULL,NULL,37131
18818083,1233099,15,16,NULL,NULL,NULL,NULL,37131
18818084,1233099,16,19,NULL,NULL,NULL,NULL,37131
18818085,1233099,19,34,NULL,NULL,NULL,NULL,37131
18818086,1233099,34,37,NULL,NULL,NULL,NULL,37131
18818087,1233099,37,44,NULL,NULL,NULL,NULL,37131
18818088,1233099,44,48,NULL,NULL,NULL,NULL,37131
18818089,1233099,48,60,NULL,NULL,NULL,NULL,37131
18818090,1233099,60,66,NULL,NULL,NULL,NULL,37131
18818091,1233099,66,72,NULL,NULL,NULL,NULL,37131
18818092,1233099,72,82,NULL,NULL,NULL,NULL,37131
18818093,1233099,82,95,NULL,NULL,NULL,NULL,37131
18818094,1233099,95,116,NULL,NULL,NULL,NULL,37131
18818095,1233099,116,130,NULL,NULL,NULL,NULL,37131
18818096,1233099,130,132,NULL,NULL,NULL,NULL,37131
18818097,1233099,132,138,NULL,NULL,NULL,NULL,37131
18818098,1233099,138,140,NULL,NULL,NULL,NULL,37131
18818099,1233099,140,145,NULL,NULL,NULL,NULL,37131
18818100,1233099,145,173,NULL,NULL,NULL,NULL,37131
18818101,1233099,173,176,NULL,NULL,NULL,NULL,37131
18818102,1233099,176,182,NULL,NULL,NULL,NULL,37131
18818103,1233099,182,195,NULL,NULL,NULL,NULL,37131
18818104,1233099,195,202,NULL,NULL,NULL,NULL,37131
18818105,1233099,202,204,NULL,NULL,NULL,NULL,37131
18818106,1233099,204,208,NULL,NULL,NULL,NULL,37131
18818107,1233099,208,209,NULL,NULL,NULL,NULL,37131
18818108,1233099,209,237,NULL,NULL,NULL,NULL,37131
18818109,1233099,237,245,NULL,NULL,NULL,NULL,37131
18818110,1233099,245,265,NULL,NULL,NULL,NULL,37131
18818111,1233099,265,285,NULL,NULL,NULL,NULL,37131
18818112,1233099,285,286,NULL,NULL,NULL,NULL,37131
18818113,1233099,286,300,NULL,NULL,NULL,NULL,37131
18818114,1233099,300.6,330.77,NULL,NULL,NULL,NULL,37131
18818115,1233099,330.77,331.78,NULL,NULL,NULL,NULL,37131
18818116,1233099,331.78,339.4,NULL,NULL,NULL,NULL,37131
18818117,1233099,339.4,340.1,NULL,NULL,NULL,NULL,37131
18818118,1233099,340.1,348.7,NULL,NULL,NULL,NULL,37131
18818119,1233099,348.7,351.7,NULL,NULL,NULL,NULL,37131
18818120,1233099,351.7,353.2,NULL,NULL,NULL,NULL,37131
18818121,1233099,353.2,354.8,NULL,NULL,NULL,NULL,37131
18818122,1233099,354.8,361.61,NULL,NULL,NULL,NULL,37131
18818123,1233099,361.61,368.1,NULL,NULL,NULL,NULL,37131
18818124,1233099,368.1,370.8,NULL,NULL,NULL,NULL,37131
18818125,1233099,370.8,371.2,NULL,NULL,NULL,NULL,37131
18818126,1233099,371.2,371.8,NULL,NULL,NULL,NULL,37131
18818127,1233099,371.8,389.2,NULL,NULL,NULL,NULL,37131
18818264,1233096,16,33,NULL,NULL,NULL,NULL,37131
18818265,1233096,33,42,NULL,NULL,NULL,NULL,37131
18818266,1233096,42,48,NULL,NULL,NULL,NULL,37131
18818267,1233096,48,51,NULL,NULL,NULL,NULL,37131
18818268,1233096,51,70,NULL,NULL,NULL,NULL,37131
18818269,1233096,70,85,NULL,NULL,NULL,NULL,37131
18818270,1233096,85,89,NULL,NULL,NULL,NULL,37131
18818271,1233096,89,96,NULL,NULL,NULL,NULL,37131
18818272,1233096,96,108,NULL,NULL,NULL,NULL,37131
18818273,1233095,0,12,NULL,NULL,NULL,NULL,37131
18818274,1233095,12,17,NULL,NULL,NULL,NULL,37131
18818275,1233095,17,29,NULL,NULL,NULL,NULL,37131
18818276,1233095,29,35,NULL,NULL,NULL,NULL,37131
18818277,1233095,35,42,NULL,NULL,NULL,NULL,37131
18818278,1233095,42,46,NULL,NULL,NULL,NULL,37131
18818279,1233095,46,55,NULL,NULL,NULL,NULL,37131
18818280,1233095,55,60,NULL,NULL,NULL,NULL,37131
18818281,1233095,60,108,NULL,NULL,NULL,NULL,37131
18818282,1233208,0,3,NULL,NULL,NULL,NULL,37131
18818283,1233208,3,6,NULL,NULL,NULL,NULL,37131
18818284,1233208,6,8,NULL,NULL,NULL,NULL,37131
18818285,1233208,8,12,NULL,NULL,NULL,NULL,37131
18818286,1233208,12,16,NULL,NULL,NULL,NULL,37131
18818287,1233208,16,17,NULL,NULL,NULL,NULL,37131
18818288,1233208,17,18,NULL,NULL,NULL,NULL,37131
18818289,1233208,18,19,NULL,NULL,NULL,NULL,37131
18818290,1233208,19,38,NULL,NULL,NULL,NULL,37131
18818291,1233208,38,43,NULL,NULL,NULL,NULL,37131
18818292,1233208,43,45,NULL,NULL,NULL,NULL,37131
18818293,1233208,45,47,NULL,NULL,NULL,NULL,37131
18818294,1233208,47,48,NULL,NULL,NULL,NULL,37131
18818295,1233208,48,53,NULL,NULL,NULL,NULL,37131
18818296,1233208,53,54,NULL,NULL,NULL,NULL,37131
18818297,1233208,54,60.7,NULL,NULL,NULL,NULL,37131
18818298,1233208,60.7,66.6,NULL,NULL,NULL,NULL,37131
18818299,1233208,66.6,90.2,NULL,NULL,NULL,NULL,37131
18818300,1233208,90.2,102.2,NULL,NULL,NULL,NULL,37131
18818301,1233208,102.2,142,NULL,NULL,NULL,NULL,37131
18818302,1233208,142,184.7,NULL,NULL,NULL,NULL,37131
18818303,1233208,184.7,189.75,NULL,NULL,NULL,NULL,37131
18818304,1233208,189.75,252,NULL,NULL,NULL,NULL,37131
18818305,1233208,252,296.85,NULL,NULL,NULL,NULL,37131
18818306,1233208,296.85,300.35,NULL,NULL,NULL,NULL,37131
18818307,1233208,300.35,314.65,NULL,NULL,NULL,NULL,37131
18818308,1233208,314.65,335.4,NULL,NULL,NULL,NULL,37131
18818309,1233208,335.4,337.15,NULL,NULL,NULL,NULL,37131
18818310,1233208,337.15,340.5,NULL,NULL,NULL,NULL,37131
18818311,1233208,340.5,343.4,NULL,NULL,NULL,NULL,37131
18818312,1233208,343.4,346.75,NULL,NULL,NULL,NULL,37131
18818313,1233208,346.75,358.75,NULL,NULL,NULL,NULL,37131
18818314,1233208,358.75,370.3,NULL,NULL,NULL,NULL,37131
18818315,1233208,370.3,375.5,NULL,NULL,NULL,NULL,37131
18818316,1233208,375.5,382.1,NULL,NULL,NULL,NULL,37131
18818317,1233208,382.1,385.7,NULL,NULL,NULL,NULL,37131
18818318,1233208,385.7,390.23,NULL,NULL,NULL,NULL,37131
18818319,1233208,390.23,392.2,NULL,NULL,NULL,NULL,37131
18818320,1233208,392.2,396.88,NULL,NULL,NULL,NULL,37131
18818321,1233208,396.88,397.43,NULL,NULL,NULL,NULL,37131
18818322,1233208,397.43,398.34,NULL,NULL,NULL,NULL,37131
18818323,1233208,398.34,399.5,NULL,NULL,NULL,NULL,37131
18818324,1233208,399.5,408.5,NULL,NULL,NULL,NULL,37131
18818325,1233208,408.5,410.1,NULL,NULL,NULL,NULL,37131
18818326,1233208,410.1,411.85,NULL,NULL,NULL,NULL,37131
18818327,1233208,411.85,417.4,NULL,NULL,NULL,NULL,37131
18818328,1233208,417.4,420.6,NULL,NULL,NULL,NULL,37131
18818329,1233208,420.6,424.95,NULL,NULL,NULL,NULL,37131
18818330,1233208,424.95,426.56,NULL,NULL,NULL,NULL,37131
18818331,1233208,426.56,431.14,NULL,NULL,NULL,NULL,37131
18818332,1233208,431.14,434.2,NULL,NULL,NULL,NULL,37131
18818333,1233208,434.2,436.55,NULL,NULL,NULL,NULL,37131
18818334,1233208,436.55,439.66,NULL,NULL,NULL,NULL,37131
18818335,1233208,439.66,443.2,NULL,NULL,NULL,NULL,37131
18818336,1233209,0,4,NULL,NULL,NULL,NULL,37131
18818337,1233209,4,12,NULL,NULL,NULL,NULL,37131
18818338,1233209,12,26,NULL,NULL,NULL,NULL,37131
18818339,1233209,26,30,NULL,NULL,NULL,NULL,37131
18818340,1233209,30,43,NULL,NULL,NULL,NULL,37131
18818341,1233209,43,44,NULL,NULL,NULL,NULL,37131
18818342,1233209,44,45,NULL,NULL,NULL,NULL,37131
18818343,1233209,45,46,NULL,NULL,NULL,NULL,37131
18818344,1233209,46,47,NULL,NULL,NULL,NULL,37131
18818345,1233209,47,54,NULL,NULL,NULL,NULL,37131
18818346,1233209,54,55,NULL,NULL,NULL,NULL,37131
18818347,1233209,55,61,NULL,NULL,NULL,NULL,37131
18818348,1233209,61,63,NULL,NULL,NULL,NULL,37131
18818349,1233209,63,65,NULL,NULL,NULL,NULL,37131
18818350,1233209,65,77,NULL,NULL,NULL,NULL,37131
18818351,1233209,77,86,NULL,NULL,NULL,NULL,37131
18818352,1233209,86,89,NULL,NULL,NULL,NULL,37131
18818353,1233209,90.1,90.3,NULL,NULL,NULL,NULL,37131
18818354,1233209,90.3,110.4,NULL,NULL,NULL,NULL,37131
18818355,1233209,110.4,122.1,NULL,NULL,NULL,NULL,37131
18818356,1233209,122.1,131.28,NULL,NULL,NULL,NULL,37131
18818357,1233209,131.28,133.8,NULL,NULL,NULL,NULL,37131
18818358,1233209,133.8,134.7,NULL,NULL,NULL,NULL,37131
18818359,1233209,134.7,135.95,NULL,NULL,NULL,NULL,37131
18818360,1233209,135.95,144.4,NULL,NULL,NULL,NULL,37131
18818361,1233209,144.4,155.08,NULL,NULL,NULL,NULL,37131
18818362,1233209,155.08,157.85,NULL,NULL,NULL,NULL,37131
18818363,1233209,157.85,175.6,NULL,NULL,NULL,NULL,37131
18818364,1233209,175.6,183.4,NULL,NULL,NULL,NULL,37131
18818365,1233209,183.4,184.7,NULL,NULL,NULL,NULL,37131
18818366,1233209,184.7,188.35,NULL,NULL,NULL,NULL,37131
18818367,1233209,188.35,200.8,NULL,NULL,NULL,NULL,37131
18818368,1233209,200.8,202.7,NULL,NULL,NULL,NULL,37131
18818369,1233209,202.7,215,NULL,NULL,NULL,NULL,37131
18818370,1233210,0,1,NULL,NULL,NULL,NULL,37131
18818371,1233210,1,9,NULL,NULL,NULL,NULL,37131
18818372,1233210,9,14,NULL,NULL,NULL,NULL,37131
18818373,1233210,14,22,NULL,NULL,NULL,NULL,37131
18818374,1233210,22,24,NULL,NULL,NULL,NULL,37131
18818375,1233210,24,25,NULL,NULL,NULL,NULL,37131
18818376,1233210,25,30,NULL,NULL,NULL,NULL,37131
18818377,1233210,30,32,NULL,NULL,NULL,NULL,37131
18818378,1233210,32,39,NULL,NULL,NULL,NULL,37131
18818379,1233210,39,48,NULL,NULL,NULL,NULL,37131
18818380,1233210,48,51,NULL,NULL,NULL,NULL,37131
18818381,1233210,51,55,NULL,NULL,NULL,NULL,37131
18818382,1233210,55,58,NULL,NULL,NULL,NULL,37131
18818383,1233210,58,70,NULL,NULL,NULL,NULL,37131
18818384,1233210,70,87,NULL,NULL,NULL,NULL,37131
18818385,1233210,87,96,NULL,NULL,NULL,NULL,37131
18818386,1233210,96,97,NULL,NULL,NULL,NULL,37131
18818387,1233210,97,107,NULL,NULL,NULL,NULL,37131
18818388,1233210,107,109,NULL,NULL,NULL,NULL,37131
18818389,1233210,109,111,NULL,NULL,NULL,NULL,37131
18818390,1233210,111,118,NULL,NULL,NULL,NULL,37131
18818391,1233210,118,120,NULL,NULL,NULL,NULL,37131
18818392,1233210,120,123,NULL,NULL,NULL,NULL,37131
18818393,1233210,123,129,NULL,NULL,NULL,NULL,37131
18818394,1233210,129,140,NULL,NULL,NULL,NULL,37131
18818395,1233210,140,141,NULL,NULL,NULL,NULL,37131
18818396,1233210,141,143,NULL,NULL,NULL,NULL,37131
18818397,1233210,143,144,NULL,NULL,NULL,NULL,37131
18818398,1233210,144,167,NULL,NULL,NULL,NULL,37131
18818399,1233210,167,168,NULL,NULL,NULL,NULL,37131
18818536,1233211,263,281,NULL,NULL,NULL,NULL,37131
18818537,1233211,281,298,NULL,NULL,NULL,NULL,37131
18818538,1233211,298,298.5,NULL,NULL,NULL,NULL,37131
18818539,1233211,298.5,314.55,NULL,NULL,NULL,NULL,37131
18818540,1233211,314.55,328,NULL,NULL,NULL,NULL,37131
18818541,1233211,328,329.35,NULL,NULL,NULL,NULL,37131
18818542,1233211,329.35,341,NULL,NULL,NULL,NULL,37131
18818543,1233211,341,356.9,NULL,NULL,NULL,NULL,37131
18818544,1233211,358,366.8,NULL,NULL,NULL,NULL,37131
18818545,1233211,366.8,369.9,NULL,NULL,NULL,NULL,37131
18818546,1233211,369.9,379,NULL,NULL,NULL,NULL,37131
18818547,1233211,379,386.9,NULL,NULL,NULL,NULL,37131
18818548,1233211,386.9,390.3,NULL,NULL,NULL,NULL,37131
18818549,1233211,390.3,412.6,NULL,NULL,NULL,NULL,37131
18818550,1233211,412.6,444.7,NULL,NULL,NULL,NULL,37131
18818551,1233212,0,1,NULL,NULL,NULL,NULL,37131
18818552,1233212,1,2,NULL,NULL,NULL,NULL,37131
18818553,1233212,2,3,NULL,NULL,NULL,NULL,37131
18818554,1233212,3,6,NULL,NULL,NULL,NULL,37131
18818555,1233212,6,10,NULL,NULL,NULL,NULL,37131
18818556,1233212,10,16,NULL,NULL,NULL,NULL,37131
18818557,1233212,16,18,NULL,NULL,NULL,NULL,37131
18818558,1233212,18,21,NULL,NULL,NULL,NULL,37131
18818559,1233212,21,23,NULL,NULL,NULL,NULL,37131
18818560,1233212,23,25,NULL,NULL,NULL,NULL,37131
18818561,1233212,25,26,NULL,NULL,NULL,NULL,37131
18818562,1233212,26,27,NULL,NULL,NULL,NULL,37131
18818563,1233212,27,28,NULL,NULL,NULL,NULL,37131
18818564,1233212,28,29,NULL,NULL,NULL,NULL,37131
18818565,1233212,29,38,NULL,NULL,NULL,NULL,37131
18818566,1233212,38,43,NULL,NULL,NULL,NULL,37131
18818567,1233212,43,44,NULL,NULL,NULL,NULL,37131
18818568,1233212,44,45,NULL,NULL,NULL,NULL,37131
18818569,1233212,45,48,NULL,NULL,NULL,NULL,37131
18818570,1233212,48,50,NULL,NULL,NULL,NULL,37131
18818571,1233212,50,53,NULL,NULL,NULL,NULL,37131
18818572,1233212,53,54,NULL,NULL,NULL,NULL,37131
18818573,1233212,54,56,NULL,NULL,NULL,NULL,37131
18818574,1233212,56,59,NULL,NULL,NULL,NULL,37131
18818575,1233212,59,60,NULL,NULL,NULL,NULL,37131
18818576,1233212,60,61,NULL,NULL,NULL,NULL,37131
18818577,1233212,61,63,NULL,NULL,NULL,NULL,37131
18818578,1233212,63,64,NULL,NULL,NULL,NULL,37131
18818579,1233212,64,65,NULL,NULL,NULL,NULL,37131
18818580,1233212,65,72,NULL,NULL,NULL,NULL,37131
18818581,1233212,72,73,NULL,NULL,NULL,NULL,37131
18818582,1233212,73,78,NULL,NULL,NULL,NULL,37131
18818583,1233212,78,84,NULL,NULL,NULL,NULL,37131
18818584,1233212,84,90,NULL,NULL,NULL,NULL,37131
18818585,1233212,90,91,NULL,NULL,NULL,NULL,37131
18818586,1233212,91,100,NULL,NULL,NULL,NULL,37131
18818587,1233212,100,104,NULL,NULL,NULL,NULL,37131
18818588,1233212,104,108,NULL,NULL,NULL,NULL,37131
18818589,1233212,108,111,NULL,NULL,NULL,NULL,37131
18818590,1233212,111,113,NULL,NULL,NULL,NULL,37131
18818591,1233212,113,114,NULL,NULL,NULL,NULL,37131
18818592,1233212,114,117,NULL,NULL,NULL,NULL,37131
18818593,1233212,117,119,NULL,NULL,NULL,NULL,37131
18818594,1233212,119,120,NULL,NULL,NULL,NULL,37131
18818595,1233212,120,127,NULL,NULL,NULL,NULL,37131
18818596,1233212,127,129,NULL,NULL,NULL,NULL,37131
18818597,1233212,129,133,NULL,NULL,NULL,NULL,37131
18818598,1233212,133,134,NULL,NULL,NULL,NULL,37131
18818599,1233212,134,135,NULL,NULL,NULL,NULL,37131
18818600,1233212,135,139,NULL,NULL,NULL,NULL,37131
18818601,1233212,139,140,NULL,NULL,NULL,NULL,37131
18818602,1233212,140,143,NULL,NULL,NULL,NULL,37131
18818603,1233212,143,144,NULL,NULL,NULL,NULL,37131
18818604,1233212,144,145,NULL,NULL,NULL,NULL,37131
18818605,1233212,145,159,NULL,NULL,NULL,NULL,37131
18818606,1233212,159,164,NULL,NULL,NULL,NULL,37131
18818607,1233212,164,165,NULL,NULL,NULL,NULL,37131
18818608,1233212,165,167,NULL,NULL,NULL,NULL,37131
18818609,1233212,167,172,NULL,NULL,NULL,NULL,37131
18818610,1233212,172,173,NULL,NULL,NULL,NULL,37131
18818611,1233212,173,178,NULL,NULL,NULL,NULL,37131
18818612,1233212,178,179,NULL,NULL,NULL,NULL,37131
18818613,1233212,179,180,NULL,NULL,NULL,NULL,37131
18818614,1233212,180,187,NULL,NULL,NULL,NULL,37131
18818615,1233212,187,188,NULL,NULL,NULL,NULL,37131
18818616,1233212,188,191,NULL,NULL,NULL,NULL,37131
18818617,1233212,191,198,NULL,NULL,NULL,NULL,37131
18818618,1233212,198,199,NULL,NULL,NULL,NULL,37131
18818619,1233212,199,201,NULL,NULL,NULL,NULL,37131
18818620,1233212,201,202,NULL,NULL,NULL,NULL,37131
18818621,1233212,202,203,NULL,NULL,NULL,NULL,37131
18818622,1233212,203,204,NULL,NULL,NULL,NULL,37131
18818623,1233212,204,212,NULL,NULL,NULL,NULL,37131
18818624,1233212,212,214,NULL,NULL,NULL,NULL,37131
18818625,1233212,214,215,NULL,NULL,NULL,NULL,37131
18818626,1233212,215,216,NULL,NULL,NULL,NULL,37131
18818627,1233212,216,217,NULL,NULL,NULL,NULL,37131
18818628,1233212,217,218,NULL,NULL,NULL,NULL,37131
18818629,1233212,218,220,NULL,NULL,NULL,NULL,37131
18818630,1233212,220,227,NULL,NULL,NULL,NULL,37131
18818631,1233212,227,228,NULL,NULL,NULL,NULL,37131
18818632,1233212,228,228.7,NULL,NULL,NULL,NULL,37131
18818633,1233212,228.7,239.44,NULL,NULL,NULL,NULL,37131
18818634,1233212,239.44,245.18,NULL,NULL,NULL,NULL,37131
18818635,1233212,245.18,253.9,NULL,NULL,NULL,NULL,37131
18818636,1233212,253.9,260.7,NULL,NULL,NULL,NULL,37131
18818637,1233212,260.7,296.36,NULL,NULL,NULL,NULL,37131
18818638,1233212,296.36,296.9,NULL,NULL,NULL,NULL,37131
18818639,1233212,296.9,297.85,NULL,NULL,NULL,NULL,37131
18818640,1233212,297.85,300.64,NULL,NULL,NULL,NULL,37131
18818641,1233212,300.64,302.47,NULL,NULL,NULL,NULL,37131
18818642,1233212,302.47,306.69,NULL,NULL,NULL,NULL,37131
18818643,1233212,306.69,307.96,NULL,NULL,NULL,NULL,37131
18818644,1233212,307.96,310.13,NULL,NULL,NULL,NULL,37131
18818645,1233212,310.13,311,NULL,NULL,NULL,NULL,37131
18818646,1233212,311,313.9,NULL,NULL,NULL,NULL,37131
18818647,1233212,313.9,315.75,NULL,NULL,NULL,NULL,37131
